time,strain,temperature,stress,type,title,youngs,poissons
2578716.0,0.028531,,,,,,
2581704.0,0.028557000000000003,,,,,,
2583792.0,0.028565999999999998,,,,,,
2586744.0,0.028593,,,,,,
2590704.0,0.028617,,,,,,
2592864.0,0.028639,,,,,,
2595708.0,0.028654000000000002,,,,,,
2598228.0,0.028681,,,,,,
2601000.0,0.028694,,,,,,
2604816.0,0.028729,,,,,,
2608380.0,0.028746999999999998,,,,,,
2611440.0,0.028784999999999998,,,,,,
2614932.0,0.02881,,,,,,
2618892.0,0.028843999999999998,,,,,,
2621772.0,0.028865,,,,,,
2623932.0,0.028884,,,,,,
2628720.0,0.028915000000000003,,,,,,
2633004.0,0.028946999999999997,,,,,,
2634984.0,0.028963000000000003,,,,,,
2636892.0,0.028977,,,,,,
2639664.0,0.028995000000000003,,,,,,
2642796.0,0.029023,,,,,,
2645136.0,0.029037,,,,,,
2649924.0,0.029075000000000004,,,,,,
2652048.0,0.029098000000000002,,,,,,
2654208.0,0.029116,,,,,,
2656548.0,0.029138,,,,,,
2658636.0,0.029150999999999996,,,,,,
2661516.0,0.029175,,,,,,
2665296.0,0.029203999999999997,,,,,,
2667240.0,0.029213,,,,,,
2669652.0,0.029224999999999998,,,,,,
2675340.0,0.02927,,,,,,
2678328.0,0.029292,,,,,,
2680452.0,0.029314,,,,,,
2684340.0,0.029344000000000002,,,,,,
2686284.0,0.029352999999999997,,,,,,
2689380.0,0.029387,,,,,,
2693124.0,0.02942,,,,,,
2699244.0,0.029451,,,,,,
2704356.0,0.029505,,,,,,
2706444.0,0.029516,,,,,,
2711016.0,0.029552000000000002,,,,,,
2713860.0,0.029574,,,,,,
2716776.0,0.029586,,,,,,
2720988.0,0.029626,,,,,,
2724768.0,0.029647,,,,,,
2728080.0,0.029685000000000003,,,,,,
2730240.0,0.029693,,,,,,
2733768.0,0.02973,,,,,,
2737332.0,0.029745,,,,,,
2739600.0,0.029772,,,,,,
2741832.0,0.029784,,,,,,
2744964.0,0.029804,,,,,,
2749536.0,0.029844,,,,,,
2753172.0,0.029872,,,,,,
2757564.0,0.029899,,,,,,
2759868.0,0.029918999999999998,,,,,,
2762568.0,0.029937000000000002,,,,,,
2764476.0,0.029952,,,,,,
2768184.0,0.029988,,,,,,
2772396.0,0.030013,,,,,,
2777040.0,0.030053,,,,,,
2779236.0,0.030069,,,,,,
2782332.0,0.030091,,,,,,
2786400.0,0.030122,,,,,,
2788380.0,0.030126,,,,,,
2790900.0,0.030152,,,,,,
2794464.0,0.030173000000000002,,,,,,
2797884.0,0.030198999999999997,,,,,,
2800584.0,0.030213999999999998,,,,,,
2805552.0,0.030270000000000002,,,,,,
2807784.0,0.030288,,,,,,
2810412.0,0.030307,,,,,,
2812896.0,0.030323000000000003,,,,,,
2814732.0,0.030334,,,,,,
2817468.0,0.030352,,,,,,
2822148.0,0.030388000000000002,,,,,,
2826288.0,0.030415,,,,,,
2830140.0,0.030445000000000003,,,,,,
2833200.0,0.030468000000000002,,,,,,
2837736.0,0.030501999999999998,,,,,,
2840040.0,0.030522,,,,,,
2844108.0,0.030556,,,,,,
2847600.0,0.030583999999999997,,,,,,
2850372.0,0.030602999999999998,,,,,,
2853792.0,0.030621999999999996,,,,,,
2857464.0,0.030652,,,,,,
2860920.0,0.03068,,,,,,
2865096.0,0.030711,,,,,,
2868156.0,0.03073,,,,,,
2870784.0,0.030742,,,,,,
2876508.0,0.030794000000000002,,,,,,
2878524.0,0.030807,,,,,,
2880648.0,0.030822,,,,,,
2883456.0,0.030843,,,,,,
2888136.0,0.030884,,,,,,
2891520.0,0.030905000000000002,,,,,,
2895120.0,0.030934,,,,,,
2898432.0,0.030957,,,,,,
2901240.0,0.030979,,,,,,
2907972.0,0.031025999999999998,,,,,,
2910060.0,0.031037,,,,,,
2914092.0,0.031074,,,,,,
2916540.0,0.031089000000000002,,,,,,
2920356.0,0.031122,,,,,,
2924352.0,0.031152000000000003,,,,,,
2926836.0,0.031173000000000003,,,,,,
2931984.0,0.031215000000000003,,,,,,
2935116.0,0.031229,,,,,,
2941776.0,0.031277,,,,,,
2944440.0,0.031295,,,,,,
2946816.0,0.031314,,,,,,
2951100.0,0.03134,,,,,,
2954952.0,0.031373000000000005,,,,,,
2959740.0,0.031415,,,,,,
2962512.0,0.031439,,,,,,
2964960.0,0.031452,,,,,,
2969280.0,0.031488999999999996,,,,,,
2972340.0,0.031509,,,,,,
2975040.0,0.031530999999999997,,,,,,
2977344.0,0.031541,,,,,,
2982312.0,0.031585999999999996,,,,,,
2986704.0,0.03161,,,,,,
2990628.0,0.031641,,,,,,
2995416.0,0.031667,,,,,,
2997864.0,0.031696,,,,,,
3002760.0,0.031727,,,,,,
3005748.0,0.031745999999999996,,,,,,
3007980.0,0.031763,,,,,,
3012552.0,0.031796000000000005,,,,,,
3014928.0,0.031809,,,,,,
3020472.0,0.031861,,,,,,
3023100.0,0.031868,,,,,,
3026052.0,0.031895,,,,,,
3029940.0,0.031922,,,,,,
3032172.0,0.031936,,,,,,
3034260.0,0.031953999999999996,,,,,,
3038256.0,0.03199,,,,,,
3042072.0,0.032014999999999995,,,,,,
3046464.0,0.032050999999999996,,,,,,
3050856.0,0.032078999999999996,,,,,,
3054096.0,0.032095,,,,,,
3056508.0,0.032117,,,,,,
3060036.0,0.032143000000000005,,,,,,
3064608.0,0.032176,,,,,,
3067380.0,0.032192,,,,,,
3069900.0,0.032214,,,,,,
3072312.0,0.032233,,,,,,
3074832.0,0.032254,,,,,,
3077892.0,0.03227,,,,,,
3082392.0,0.032304,,,,,,
3084552.0,0.032324,,,,,,
3086460.0,0.032331,,,,,,
3091320.0,0.032361,,,,,,
3094884.0,0.032392,,,,,,
3098592.0,0.032412,,,,,,
3103416.0,0.032461000000000004,,,,,,
3106584.0,0.032485,,,,,,
3109104.0,0.032504,,,,,,
3113928.0,0.032546,,,,,,
3116088.0,0.032559,,,,,,
3120480.0,0.032584,,,,,,
3122568.0,0.032603,,,,,,
3125736.0,0.032626,,,,,,
3128148.0,0.032643,,,,,,
3131028.0,0.032663000000000005,,,,,,
3133620.0,0.032685,,,,,,
3136860.0,0.032709999999999996,,,,,,
3140820.0,0.032734,,,,,,
3146832.0,0.032785,,,,,,
3149964.0,0.032807,,,,,,
3153564.0,0.032837,,,,,,
3157272.0,0.032868,,,,,,
3160044.0,0.032883,,,,,,
3162564.0,0.032892000000000005,,,,,,
3165948.0,0.032915,,,,,,
3171708.0,0.032963,,,,,,
3174120.0,0.032983,,,,,,
3175920.0,0.032985,,,,,,
3180456.0,0.033032,,,,,,
3184848.0,0.033065000000000004,,,,,,
3189168.0,0.033094,,,,,,
3196260.0,0.033149000000000005,,,,,,
3198564.0,0.033159999999999995,,,,,,
3200760.0,0.033168,,,,,,
3204972.0,0.033209,,,,,,
3207204.0,0.033224000000000004,,,,,,
3210192.0,0.033239,,,,,,
3215052.0,0.033285,,,,,,
3217032.0,0.033302,,,,,,
3220848.0,0.033321,,,,,,
3225456.0,0.033358,,,,,,
3230388.0,0.033395,,,,,,
3233088.0,0.033408,,,,,,
3235788.0,0.033428,,,,,,
3237948.0,0.033442,,,,,,
3241512.0,0.033472,,,,,,
3243780.0,0.033477,,,,,,
3245652.0,0.033498,,,,,,
3248352.0,0.033519,,,,,,
3251592.0,0.033536,,,,,,
3253752.0,0.033555,,,,,,
3258972.0,0.033595,,,,,,
3260952.0,0.033608,,,,,,
3263616.0,0.03363,,,,,,
3266172.0,0.033641000000000004,,,,,,
3268872.0,0.033666,,,,,,
3272472.0,0.033692,,,,,,
3274704.0,0.0337,,,,,,
3277404.0,0.033723,,,,,,
3281004.0,0.033748,,,,,,
3284748.0,0.033781,,,,,,
3287340.0,0.033797,,,,,,
3289428.0,0.033815,,,,,,
3292488.0,0.033836,,,,,,
3295728.0,0.033861,,,,,,
3297636.0,0.033868999999999996,,,,,,
3301020.0,0.033893,,,,,,
3303180.0,0.033913,,,,,,
3305700.0,0.033937,,,,,,
3309444.0,0.033950999999999995,,,,,,
3315060.0,0.033992,,,,,,
3319920.0,0.034025,,,,,,
3322584.0,0.03405,,,,,,
3327804.0,0.034087,,,,,,
3331296.0,0.034108,,,,,,
3335616.0,0.034146,,,,,,
3339396.0,0.034162,,,,,,
3342996.0,0.034195,,,,,,
3346056.0,0.034213,,,,,,
3353940.0,0.034261,,,,,,
3356712.0,0.034287,,,,,,
3359268.0,0.034312,,,,,,
3362652.0,0.034325999999999995,,,,,,
3366252.0,0.034364,,,,,,
3368700.0,0.034383,,,,,,
3374064.0,0.034417,,,,,,
3376800.0,0.034416,,,,,,
3380436.0,0.034455,,,,,,
3384144.0,0.034485,,,,,,
3386664.0,0.03451,,,,,,
3389976.0,0.034527999999999996,,,,,,
3395844.0,0.034566,,,,,,
3399588.0,0.034594,,,,,,
3401856.0,0.034602,,,,,,
3404268.0,0.034628,,,,,,
3406680.0,0.034648,,,,,,
3411756.0,0.034683,,,,,,
3416652.0,0.03471,,,,,,
3419892.0,0.034742,,,,,,
3423672.0,0.034763,,,,,,
3426300.0,0.034780000000000005,,,,,,
3429684.0,0.034803,,,,,,
3432384.0,0.034826,,,,,,
3437136.0,0.03485,,,,,,
3441492.0,0.034893,,,,,,
3443832.0,0.034902,,,,,,
3446856.0,0.034916,,,,,,
3449916.0,0.034941,,,,,,
3453264.0,0.034966,,,,,,
3456576.0,0.03499,,,,,,
3459816.0,0.035012,,,,,,
3462516.0,0.035035,,,,,,
3469608.0,0.035088,,,,,,
3472200.0,0.0351,,,,,,
3476340.0,0.035125,,,,,,
3484332.0,0.035175,,,,,,
3486564.0,0.035199,,,,,,
3490560.0,0.035230000000000004,,,,,,
3492792.0,0.035234999999999995,,,,,,
3497256.0,0.035276999999999996,,,,,,
3499416.0,0.035289,,,,,,
3503232.0,0.035324,,,,,,
3505284.0,0.035339999999999996,,,,,,
3508776.0,0.035367,,,,,,
3512016.0,0.035387,,,,,,
3515616.0,0.035404,,,,,,
3520656.0,0.035445000000000004,,,,,,
3522456.0,0.035455,,,,,,
3524976.0,0.035476,,,,,,
3527712.0,0.035488,,,,,,
3530448.0,0.035508000000000005,,,,,,
3533400.0,0.035533999999999996,,,,,,
3538260.0,0.035569,,,,,,
3542760.0,0.035598,,,,,,
3546252.0,0.03563,,,,,,
3548772.0,0.035644,,,,,,
3551112.0,0.03565,,,,,,
3554064.0,0.03568,,,,,,
3558816.0,0.035708000000000004,,,,,,
3563244.0,0.035738,,,,,,
3566628.0,0.035761,,,,,,
3569328.0,0.035782,,,,,,
3571416.0,0.0358,,,,,,
3577428.0,0.035846,,,,,,
3580488.0,0.035871,,,,,,
3583296.0,0.035886,,,,,,
3587760.0,0.035910000000000004,,,,,,
3590100.0,0.035938,,,,,,
3591900.0,0.035954,,,,,,
3594888.0,0.035972,,,,,,
3598092.0,0.035985,,,,,,
3601260.0,0.036009,,,,,,
3604572.0,0.036028,,,,,,
3606804.0,0.036044,,,,,,
3609612.0,0.036065,,,,,,
3612384.0,0.036098,,,,,,
3615552.0,0.036119,,,,,,
3618396.0,0.036128,,,,,,
3620808.0,0.03615,,,,,,
3624876.0,0.03618,,,,,,
3628764.0,0.036204,,,,,,
3630960.0,0.036216,,,,,,
3633948.0,0.036242,,,,,,
3638808.0,0.036274,,,,,,
3641220.0,0.03629,,,,,,
3643308.0,0.036303,,,,,,
3646548.0,0.036327,,,,,,
3649680.0,0.036356,,,,,,
3652128.0,0.036371,,,,,,
3654180.0,0.036388,,,,,,
3657060.0,0.0364,,,,,,
3660372.0,0.036423000000000004,,,,,,
3662784.0,0.036447,,,,,,
3666384.0,0.036471,,,,,,
3668724.0,0.036486,,,,,,
3670956.0,0.036501,,,,,,
3675024.0,0.036529,,,,,,
3678588.0,0.036557,,,,,,
3681324.0,0.03658,,,,,,
3683808.0,0.036595,,,,,,
3686724.0,0.036617000000000004,,,,,,
3689820.0,0.036637,,,,,,
3693060.0,0.036656,,,,,,
3695436.0,0.036678,,,,,,
3698640.0,0.036701000000000004,,,,,,
3701340.0,0.036709,,,,,,
3706740.0,0.036753,,,,,,
3709188.0,0.036771,,,,,,
3713004.0,0.036796,,,,,,
3714912.0,0.036809,,,,,,
3717504.0,0.036825000000000004,,,,,,
3721752.0,0.036862,,,,,,
3724884.0,0.036877,,,,,,
3729312.0,0.036901,,,,,,
3732264.0,0.036934,,,,,,
3735396.0,0.036947,,,,,,
3738996.0,0.036965,,,,,,
3742164.0,0.037000000000000005,,,,,,
3744108.0,0.03701,,,,,,
3746736.0,0.037024,,,,,,
3749076.0,0.037044,,,,,,
3754800.0,0.037082000000000004,,,,,,
3757068.0,0.0371,,,,,,
3759120.0,0.037117,,,,,,
3762648.0,0.037143,,,,,,
3765600.0,0.03716,,,,,,
3768912.0,0.037188,,,,,,
3772332.0,0.037211,,,,,,
3775572.0,0.037232,,,,,,
3781224.0,0.037267,,,,,,
3783744.0,0.037288,,,,,,
3789936.0,0.037333,,,,,,
3794436.0,0.037355,,,,,,
3797748.0,0.037387000000000004,,,,,,
3803688.0,0.037429000000000004,,,,,,
3806280.0,0.037441,,,,,,
3809448.0,0.037463,,,,,,
3811608.0,0.03748,,,,,,
3814992.0,0.037502,,,,,,
3818412.0,0.03753,,,,,,
3821760.0,0.037554,,,,,,
3823920.0,0.037565,,,,,,
3828672.0,0.037597,,,,,,
3832092.0,0.037618,,,,,,
3834432.0,0.03764,,,,,,
3837276.0,0.037659,,,,,,
3840696.0,0.037677,,,,,,
3843036.0,0.037697,,,,,,
3847212.0,0.037726,,,,,,
3851964.0,0.037758,,,,,,
3854088.0,0.037776000000000004,,,,,,
3857508.0,0.037799,,,,,,
3860856.0,0.037821,,,,,,
3865788.0,0.037850999999999996,,,,,,
3869136.0,0.037876,,,,,,
3872340.0,0.037903,,,,,,
3876552.0,0.037926,,,,,,
3879468.0,0.037952,,,,,,
3881700.0,0.037961999999999996,,,,,,
3885372.0,0.037989999999999996,,,,,,
3893760.0,0.038052,,,,,,
3896352.0,0.038069,,,,,,
3899304.0,0.038088000000000004,,,,,,
3903984.0,0.038113,,,,,,
3906684.0,0.038136,,,,,,
3912156.0,0.038172000000000005,,,,,,
3917088.0,0.038206000000000004,,,,,,
3920508.0,0.03823,,,,,,
3922560.0,0.038242,,,,,,
3927636.0,0.03828,,,,,,
3930768.0,0.038302,,,,,,
3938328.0,0.03835,,,,,,
3944772.0,0.038396,,,,,,
3949632.0,0.038431,,,,,,
3954024.0,0.038459,,,,,,
3959496.0,0.038496999999999997,,,,,,
3961764.0,0.038501,,,,,,
3965256.0,0.038535,,,,,,
3968316.0,0.038557,,,,,,
3972744.0,0.038585,,,,,,
3975840.0,0.038609,,,,,,
3980160.0,0.038639,,,,,,
3984048.0,0.038664000000000004,,,,,,
3986208.0,0.038673,,,,,,
3994812.0,0.038738999999999996,,,,,,
3999384.0,0.038769,,,,,,
4001724.0,0.038789,,,,,,
4004280.0,0.038799,,,,,,
4006620.0,0.038819,,,,,,
4012776.0,0.038861,,,,,,
4014864.0,0.038873000000000005,,,,,,
4018716.0,0.038904,,,,,,
4025124.0,0.03895,,,,,,
4027716.0,0.038965,,,,,,
4030128.0,0.038983,,,,,,
4032540.0,0.038988999999999996,,,,,,
4036536.0,0.03902,,,,,,
4039020.0,0.03904,,,,,,
4043700.0,0.039072,,,,,,
4047120.0,0.039098,,,,,,
4052592.0,0.039126,,,,,,
4057380.0,0.039161,,,,,,
4061952.0,0.039191,,,,,,
4063932.0,0.039203,,,,,,
4066704.0,0.039229,,,,,,
4069692.0,0.039235,,,,,,
4073256.0,0.039272,,,,,,
4077216.0,0.039288,,,,,,
4082796.0,0.039335,,,,,,
4086468.0,0.039362,,,,,,
4090788.0,0.039393,,,,,,
4096656.0,0.039427,,,,,,
4098780.0,0.039438,,,,,,
4101372.0,0.03946,,,,,,
4104252.0,0.039472,,,,,,
4108392.0,0.039517000000000004,,,,,,
4113612.0,0.03954,,,,,,
4119552.0,0.039574,,,,,,
4123260.0,0.039609,,,,,,
4127724.0,0.039643000000000005,,,,,,
4133052.0,0.039668999999999996,,,,,,
4136076.0,0.039683,,,,,,
4138344.0,0.039703,,,,,,
4140864.0,0.039724,,,,,,
4143456.0,0.039741,,,,,,
4149576.0,0.039771,,,,,,
4151988.0,0.039786,,,,,,
4155840.0,0.039821,,,,,,
4158612.0,0.03984,,,,,,
4160448.0,0.039847,,,,,,
4164480.0,0.039867,,,,,,
4168260.0,0.039892,,,,,,
4171680.0,0.03993,,,,,,
4174092.0,0.039941,,,,,,
4179240.0,0.039978,,,,,,
4183704.0,0.040003000000000004,,,,,,
4188996.0,0.040046,,,,,,
4192056.0,0.040067000000000005,,,,,,
4196196.0,0.040077999999999996,,,,,,
4198608.0,0.040107,,,,,,
4200984.0,0.04011,,,,,,
4204980.0,0.040151000000000006,,,,,,
4208076.0,0.040167,,,,,,
4214736.0,0.040216,,,,,,
4217328.0,0.040234,,,,,,
4221360.0,0.040266,,,,,,
4223592.0,0.040271,,,,,,
4225932.0,0.04028400000000001,,,,,,
4229100.0,0.040313999999999996,,,,,,
4234464.0,0.040347999999999995,,,,,,
4236372.0,0.040358,,,,,,
4242024.0,0.040404999999999996,,,,,,
4244796.0,0.040416999999999995,,,,,,
4248216.0,0.040443,,,,,,
4252248.0,0.04047100000000001,,,,,,
4254768.0,0.040492,,,,,,
4257324.0,0.040506,,,,,,
4260996.0,0.040537000000000004,,,,,,
4265316.0,0.040555,,,,,,
4267440.0,0.040568,,,,,,
4270500.0,0.040594,,,,,,
4272768.0,0.040595,,,,,,
4275648.0,0.040633,,,,,,
4279068.0,0.040654,,,,,,
4281372.0,0.04066,,,,,,
4285152.0,0.040687,,,,,,
4290264.0,0.040726000000000005,,,,,,
4293864.0,0.040755,,,,,,
4296456.0,0.040765,,,,,,
4300272.0,0.040794,,,,,,
4302864.0,0.040811,,,,,,
4306536.0,0.040846,,,,,,
4308948.0,0.040854,,,,,,
4312836.0,0.040886,,,,,,
4318164.0,0.040908,,,,,,
4320936.0,0.040935,,,,,,
4323096.0,0.040955000000000005,,,,,,
4327920.0,0.040984999999999994,,,,,,
4330728.0,0.041005,,,,,,
4333032.0,0.04102,,,,,,
4335480.0,0.041032,,,,,,
4338432.0,0.041051000000000004,,,,,,
4340772.0,0.041082,,,,,,
4344912.0,0.041095,,,,,,
4348620.0,0.041129,,,,,,
4352472.0,0.041146,,,,,,
4355244.0,0.04117200000000001,,,,,,
4359672.0,0.041201,,,,,,
4362012.0,0.041207,,,,,,
4364172.0,0.041234,,,,,,
4366404.0,0.041242,,,,,,
4370328.0,0.041269,,,,,,
4374324.0,0.041304,,,,,,
4376520.0,0.041319,,,,,,
4380048.0,0.041342,,,,,,
4383000.0,0.041361999999999996,,,,,,
4386816.0,0.041387,,,,,,
4390488.0,0.041412000000000004,,,,,,
4393872.0,0.041430999999999996,,,,,,
4397040.0,0.041456,,,,,,
4399740.0,0.041481000000000004,,,,,,
4402944.0,0.041491,,,,,,
4405104.0,0.041508,,,,,,
4408812.0,0.04153,,,,,,
4415004.0,0.041572,,,,,,
4417164.0,0.041588,,,,,,
4419504.0,0.041597999999999996,,,,,,
4421988.0,0.041624999999999995,,,,,,
4429188.0,0.041666,,,,,,
4431276.0,0.041682,,,,,,
4433508.0,0.0417,,,,,,
4436028.0,0.041707999999999995,,,,,,
4440276.0,0.041742,,,,,,
4442796.0,0.041757999999999997,,,,,,
4447440.0,0.041794000000000005,,,,,,
4453020.0,0.041814,,,,,,
4455432.0,0.041837,,,,,,
4458600.0,0.04186,,,,,,
4460904.0,0.04188,,,,,,
4463784.0,0.041897000000000004,,,,,,
4466340.0,0.041906,,,,,,
4471812.0,0.041956,,,,,,
4473792.0,0.041966,,,,,,
4476924.0,0.041985999999999996,,,,,,
4480128.0,0.042003000000000006,,,,,,
4483728.0,0.042031,,,,,,
4487076.0,0.042050000000000004,,,,,,
4490388.0,0.042071,,,,,,
4495896.0,0.042103,,,,,,
4497948.0,0.042125,,,,,,
4501656.0,0.042137,,,,,,
4504140.0,0.04216,,,,,,
4506948.0,0.042172999999999995,,,,,,
4511700.0,0.042204,,,,,,
4515084.0,0.042236,,,,,,
4517640.0,0.042249999999999996,,,,,,
4522572.0,0.042283,,,,,,
4525200.0,0.042305999999999996,,,,,,
4527432.0,0.042313,,,,,,
4529592.0,0.042332999999999996,,,,,,
4534776.0,0.042367999999999996,,,,,,
4538916.0,0.042391,,,,,,
4541076.0,0.042408,,,,,,
4545216.0,0.04244,,,,,,
4547988.0,0.042449,,,,,,
4551768.0,0.042476,,,,,,
4556340.0,0.042507,,,,,,
4558680.0,0.042526,,,,,,
4561740.0,0.042556000000000004,,,,,,
4565232.0,0.042566,,,,,,
4568652.0,0.042581,,,,,,
4571100.0,0.042603999999999996,,,,,,
4573224.0,0.042615999999999994,,,,,,
4578552.0,0.042655000000000005,,,,,,
4584744.0,0.042691999999999994,,,,,,
4586724.0,0.042699999999999995,,,,,,
4589424.0,0.042724000000000005,,,,,,
4591476.0,0.042739,,,,,,
4595508.0,0.042755999999999995,,,,,,
4598748.0,0.042782999999999995,,,,,,
4604436.0,0.042821,,,,,,
4610196.0,0.042859999999999995,,,,,,
4612896.0,0.042881,,,,,,
4615308.0,0.042895,,,,,,
4617540.0,0.042915,,,,,,
4620780.0,0.042925000000000005,,,,,,
4623840.0,0.042949,,,,,,
4627152.0,0.042969,,,,,,
4633524.0,0.043011999999999995,,,,,,
4636152.0,0.043032,,,,,,
4638060.0,0.043044,,,,,,
4642596.0,0.043079,,,,,,
4646844.0,0.043105000000000004,,,,,,
4649364.0,0.043127000000000006,,,,,,
4653396.0,0.043154000000000005,,,,,,
4656564.0,0.043161,,,,,,
4659336.0,0.043185,,,,,,
4664520.0,0.043213999999999995,,,,,,
4668336.0,0.043239,,,,,,
4670856.0,0.043264,,,,,,
4673016.0,0.043271,,,,,,
4676688.0,0.043297999999999996,,,,,,
4678812.0,0.043304,,,,,,
4682520.0,0.043335,,,,,,
4689864.0,0.043377,,,,,,
4692852.0,0.043411,,,,,,
4696164.0,0.043429999999999996,,,,,,
4698684.0,0.043451000000000004,,,,,,
4700556.0,0.043458,,,,,,
4704444.0,0.043488,,,,,,
4707144.0,0.043498999999999996,,,,,,
4709376.0,0.043516000000000006,,,,,,
4712688.0,0.04353799999999999,,,,,,
4715028.0,0.043555,,,,,,
4718736.0,0.043587999999999995,,,,,,
4723200.0,0.043614,,,,,,
4726080.0,0.043631,,,,,,
4730256.0,0.043658,,,,,,
4734972.0,0.043688000000000005,,,,,,
4738392.0,0.043705,,,,,,
4741200.0,0.043736,,,,,,
4744044.0,0.043745000000000006,,,,,,
4748472.0,0.043781,,,,,,
4752144.0,0.043798000000000004,,,,,,
4754340.0,0.043813000000000005,,,,,,
4757004.0,0.043841,,,,,,
4759416.0,0.043856,,,,,,
4762584.0,0.043878,,,,,,
4765464.0,0.043889,,,,,,
4767624.0,0.043907999999999996,,,,,,
4770756.0,0.04392,,,,,,
4773096.0,0.043946,,,,,,
4775688.0,0.043952,,,,,,
4780440.0,0.043992,,,,,,
4784256.0,0.04401,,,,,,
4787136.0,0.044032999999999996,,,,,,
4794048.0,0.044071,,,,,,
4797540.0,0.0441,,,,,,
4800240.0,0.044120999999999994,,,,,,
4803300.0,0.044135999999999995,,,,,,
4809564.0,0.044175000000000006,,,,,,
4812984.0,0.044199999999999996,,,,,,
4816512.0,0.044226,,,,,,
4819032.0,0.044245,,,,,,
4821804.0,0.044257,,,,,,
4824108.0,0.044268999999999996,,,,,,
4828356.0,0.044303999999999996,,,,,,
4831488.0,0.04433,,,,,,
4834188.0,0.044344,,,,,,
4838076.0,0.044359,,,,,,
4846176.0,0.044408,,,,,,
4850352.0,0.044447,,,,,,
4853952.0,0.04445299999999999,,,,,,
4858812.0,0.044497,,,,,,
4862700.0,0.044521,,,,,,
4867560.0,0.04456,,,,,,
4869684.0,0.044568,,,,,,
4871916.0,0.044576000000000005,,,,,,
4875336.0,0.044598000000000006,,,,,,
4880016.0,0.044631,,,,,,
4881888.0,0.044648,,,,,,
4883868.0,0.044661,,,,,,
4886496.0,0.044676999999999994,,,,,,
4888656.0,0.044689,,,,,,
4890888.0,0.044698,,,,,,
4893768.0,0.044718,,,,,,
4899708.0,0.04475799999999999,,,,,,
4903668.0,0.04478,,,,,,
4906692.0,0.044812000000000005,,,,,,
4908888.0,0.044814999999999994,,,,,,
4912632.0,0.044841,,,,,,
4914828.0,0.044851,,,,,,
4917024.0,0.044863,,,,,,
4919184.0,0.044876,,,,,,
4923864.0,0.044924,,,,,,
4927176.0,0.044934,,,,,,
4930992.0,0.044961,,,,,,
4933584.0,0.044972000000000005,,,,,,
4936392.0,0.044993,,,,,,
4941576.0,0.04503599999999999,,,,,,
4946688.0,0.045065999999999995,,,,,,
4951080.0,0.045084,,,,,,
4954068.0,0.045109,,,,,,
4956300.0,0.045122999999999996,,,,,,
4959216.0,0.045145,,,,,,
4961592.0,0.045153,,,,,,
4964400.0,0.045168999999999994,,,,,,
4970052.0,0.045214,,,,,,
4975200.0,0.045252,,,,,,
4977432.0,0.04526500000000001,,,,,,
4980384.0,0.045266,,,,,,
4983732.0,0.045294,,,,,,
4988952.0,0.04533,,,,,,
4992012.0,0.045359,,,,,,
4998024.0,0.045394,,,,,,
5002776.0,0.045419,,,,,,
5006556.0,0.045444000000000005,,,,,,
5009580.0,0.045473,,,,,,
5012280.0,0.045484,,,,,,
5014800.0,0.045505000000000004,,,,,,
5017428.0,0.045522,,,,,,
5021352.0,0.045542,,,,,,
5023800.0,0.045555000000000005,,,,,,
5026068.0,0.045575000000000004,,,,,,
5028912.0,0.045591999999999994,,,,,,
5032440.0,0.04561,,,,,,
5036400.0,0.045639000000000006,,,,,,
5039460.0,0.045659,,,,,,
5043024.0,0.045688000000000006,,,,,,
5045544.0,0.045702999999999994,,,,,,
5049432.0,0.045724,,,,,,
5051376.0,0.045732,,,,,,
5054256.0,0.045749000000000005,,,,,,
5057388.0,0.045774999999999996,,,,,,
5060736.0,0.045795,,,,,,
5065488.0,0.045820999999999994,,,,,,
5068620.0,0.045847,,,,,,
5072148.0,0.045871,,,,,,
5076468.0,0.04589000000000001,,,,,,
5079672.0,0.04591,,,,,,
5081940.0,0.045925,,,,,,
5085072.0,0.045949,,,,,,
5088852.0,0.045964,,,,,,
5091840.0,0.045988,,,,,,
5096052.0,0.046006,,,,,,
5101632.0,0.046048,,,,,,
5104764.0,0.04607,,,,,,
5106744.0,0.046082,,,,,,
5111244.0,0.046106,,,,,,
5113836.0,0.046125,,,,,,
5117796.0,0.046133,,,,,,
5119884.0,0.046169,,,,,,
5123016.0,0.046185000000000004,,,,,,
5127480.0,0.046204,,,,,,
5130756.0,0.04623,,,,,,
5133060.0,0.046253999999999997,,,,,,
5136300.0,0.046269,,,,,,
5138532.0,0.04629,,,,,,
5142060.0,0.046300999999999995,,,,,,
5145084.0,0.046326,,,,,,
5147532.0,0.046332000000000005,,,,,,
5152140.0,0.046364999999999996,,,,,,
5155632.0,0.046395,,,,,,
5157684.0,0.046407,,,,,,
5160096.0,0.046417,,,,,,
5165604.0,0.046447,,,,,,
5169024.0,0.046482,,,,,,
5171148.0,0.046492000000000006,,,,,,
5174748.0,0.046509,,,,,,
5176656.0,0.046521,,,,,,
5180328.0,0.046542,,,,,,
5184000.0,0.046557,,,,,,
5190480.0,0.046605,,,,,,
5192820.0,0.046631,,,,,,
5195808.0,0.046643,,,,,,
5199300.0,0.046666,,,,,,
5202252.0,0.046679000000000005,,,,,,
